author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4,
Robert Gibbons,Relational Renegotiation: Theory and Evidence from the Movie Industry,Massachusetts Institute of Technology,Jan 07 2012,2:30 PM,"Hyatt Regency, Buckingham",International Society for New Institutional Economics,Contracts and Institutions,K2,Oliver Williamson,University of California-Berkeley,Oliver Williamson,University of California-Berkeley,Jonathan Levin,Stanford University,Steve Tadelis,University of California-Berkeley,Bentley Macleod,Columbia University,,,ROBERT GIBBONS,Male,,,,,,NA,NA,NA,NA,NA,
Robert Gibbons,Organization and Information: Firms' Governance Choices in Rational-Expectations Equilibrium,Massachusetts Institute of Technology,Jan 06 2012,8:00 AM,"Swissotel, Vevey 2",Industrial Organization Society,New Developments in the Organization of Firms,L2,Michael Waldman,Cornell University,Henry Schneider,Cornell University,Michael Waldman,Cornell University,Michael Raith,University of Rochester,Maria Guadalupe,Columbia University,,,ROBERT GIBBONS,Male,,,,,,NA,NA,NA,NA,NA,
Robert Huckman,Fight or Flight: The Threat of Specialty Competition and the Service Offerings of General Hospitals,Harvard University,Jan 07 2012,2:30 PM,"Hyatt Regency, Regency D",American Economic Association,What Determines the Performance of US and International Healthcare?,I1,John Van Reenen,London School of Economics and Centre for Economic Performance and CEPR,,,,,,,,,,,ROBERT HUCKMAN,Male,,,,,,NA,NA,NA,NA,NA,
Robert Hunt,Agglomeration of R&D Labs,Federal Reserve Bank of Philadelphia,Jan 06 2012,8:00 AM,"Swissotel, St. Gallen 1",American Real Estate & Urban Economic Association,Agglomeration and Herding,R1,Alex Anas,State University of New York-Buffalo,Amdrew Haughwout,Federal Reserve Bank of New York,Alex Anas,State University of New York-Buffalo,Jan Brueckner,University of California-Irvine,Donald Haurin,Ohio State University,,,ROBERT HUNT,Male,,,,,,NA,NA,NA,NA,NA,
Robert Mendelsohn,The Impact of Climate Change on Crop Choice in the United States,Yale University,Jan 07 2012,2:30 PM,"Swissotel, Vevey 1",Association of Environmental & Resource Economists,Environmental Constraints and Land-Use Decisions,Q1,Maximilian Auffhammer,University of California-Berkeley,Jeffrey Vincent,Duke University,Jarrod Welch,University of California-San Diego,Maximilian Auffhammer,University of California-Berkeley,Olivier Deschenes,University of California-Santa Barbara,,,ROBERT MENDELSOHN,Male,,,,,,NA,NA,NA,NA,NA,
Robert Prilmeier,This Time Is the Same: Using Bank Performance in 1998 to Explain Bank Performance During the Recent Financial Crisis,Ohio State University,Jan 07 2012,2:30 PM,"Swissotel, Zurich C",American Finance Association,Banks: Risk-Taking and Opaqueness,G2,Francesca Cornelli,London Business School,Guillaume Plantin,University of Toulouse 1,Victoria Ivashina,Harvard Business School,Amit Seru,University of Chicago,Charles Calomiris,Columbia University,,,Robert Prilmeier,Male,,,,,,NA,NA,NA,NA,NA,
Robert Shiller,Finance and the Good Society,Yale University,Jan 05 2012,6:30 PM,"Swissotel, Grand Ballroom",Association for Social Economics,Plenary Session: Finance and the Good Society,G1,Martha Starr,American University,,,,,,,,,,,Robert Shiller,Male,,,,,,NA,NA,NA,NA,NA,
Robert Shimer,"Dynamic Adverse Selection: A Theory of Illiquidity, Fire Sales, and Flight to Quality",University of Chicago,Jan 07 2012,2:30 PM,"Hyatt Regency, Field",Econometric Society,Liquidity and Financial Crises,G0,Veronica Guerrieri,University of Chicago,,,,,,,,,,,ROBERT SHIMER,Male,,,,,,NA,NA,NA,NA,NA,
Robert Town,The Impact of Health Information Technology on Demand for Hospital Inpatient Services,University of Minnesota,Jan 06 2012,8:00 AM,"Hyatt Regency, Hong Kong",American Economic Association,The Positive and Negative Effects of Information,D8,Kevin Mumford,Purdue University,,,,,,,,,,,ROBERT TOWN,Male,,,,,,NA,NA,NA,NA,NA,
Robert Townsend,"Kinship and Financial Networks, Formal Financial Access and Risk Reduction",Massachusetts Institute of Technology,Jan 07 2012,10:15 AM,"Hyatt Regency, Toronto",American Economic Association,Family Structure and Intra-household Bargaining: Causes and Consequences,Y9,Erica Field,Duke University,Santosh Anagol,University of Pennsylvania,Elizabeth Brainard,Brandeis University,Margaret McConnell,Harvard University,Nancy Qian,Yale University,,,Robert Townsend,Male,,,,,,NA,NA,NA,NA,NA,
Robert W. Vishny,A Model of Shadow Banking,University of Chicago,Jan 08 2012,10:15 AM,"Hyatt Regency, Regency B",American Economic Association,"Information, Financial Crisis and the Real Economy",G2,Olivier Blanchard,International Monetary Fund,Viral Acharya,New York University,Itay Goldstein,University of Pennsylvania,Gary Gorton,Yale University,Nobuhiro Kiyotaki,Princeton University,,,Robert W. Vishny,Male,Rob Vishny,ROBERT VISHNY,,,,NA,NA,NA,NA,NA,
Roberto Rigobon,Internet Prices and the Great Recession,Massachusetts Institute of Technology,Jan 06 2012,10:15 AM,"Hyatt Regency, Field",Econometric Society,Price Rigidities,E4,#NAME?,,,,,,,,,,,,ROBERTO RIGOBON,Male,,,,,,NA,NA,NA,NA,NA,
Roberto Steri,The Relative Leverage Premium,Bocconi University,Jan 07 2012,2:30 PM,"Swissotel, Zurich B",American Finance Association,Asset Pricing Theory 2,G1,Pietro Veronesi,University of Chicago,Dimitri Vayanos,London School of Economics,Juhani Linnainmaa,University of Chicago,Vito Gala,London Business School,Andrea L. Eisefeldt,University of California-Los Angeles,,,Roberto Steri,Male,,,,,,NA,NA,NA,NA,NA,
Robin Burgess,The Political Economy of Deforestation in the Tropics,London School of Economics,Jan 08 2012,10:15 AM,"Hyatt Regency, Dusable",Econometric Society,Environment and Development,O4,Seema Jayachandran,Northwestern University,Sriniketh Nagavarapu,Brown University,Pascaline Dupas,University of California-Los Angeles,Paulina Oliva,University of California-Santa Barbara,,,,,ROBIN BURGESS,Male,,,,,,NA,NA,NA,NA,NA,
Robin Greenwood,Issuer Quality and the Credit Cycle,Harvard University,Jan 06 2012,10:15 AM,"Hyatt Regency, Grand Ballroom A",American Economic Association,Credit Bubbles,G1,Robin Greenwood,Harvard University,Jeffrey Wurgler,New York University,Augustin Landier,Toulouse School of Economics,Andrew Metrick,Yale University,,,,,ROBIN GREENWOOD,Male,,,,,,NA,NA,NA,NA,NA,
Robin S. Lee,Vertical Integration in Multichannel Television,New York University,Jan 07 2012,2:30 PM,"Hyatt Regency, Addams",Econometric Society,Bilateral Contracting,D8,Pierre Dubois,Toulouse School of Economics,,,,,,,,,,,Robin S. Lee,Male,,,,,,NA,NA,NA,NA,NA,
Robin S. Lee,Markov-Perfect Network Formation: An Applied Framework for Bilateral Oligopoly and Bargaining in Buyer-Seller Networks,"Economics Stern School of Business, New York Unive",Jan 07 2012,2:30 PM,"Hyatt Regency, Addams",Econometric Society,Bilateral Contracting,D8,Pierre Dubois,Toulouse School of Economics,,,,,,,,,,,Robin S. Lee,Male,,,,,,NA,NA,NA,NA,NA,
Roc Armenter,The Macroeconomics of Firms' Savings,Federal Reserve Bank of Philadelphia,Jan 07 2012,2:30 PM,"Hyatt Regency, Gold Coast",American Economic Association,Macroeconomics and Corporate Finance,G3,Roc Armenter,Federal Reserve Bank of Philadelphia,Lars-Alexander Kuehn,Carnegie Mellon University,Vincenzo Quadrini,University of Southern California,Toni Whited,University of Rochester,François Gourio,Boston University,,,ROC ARMENTER,Male,,,,,,NA,NA,NA,NA,NA,
Rocco Macchiavello,Development Uncorked: Reputation Acquisition in the New Markets for Chilean Wines in the UK,Warwick University,Jan 07 2012,10:15 AM,"Hyatt Regency, McCormick",Econometric Society,Productivity of Firms and Workers in Developing Countries,O1,#NAME?,,Marianne Bertrand,University of Chicago,Ulrike Malmendier,University of California-Berleley,Ahmed Mushfiq Mobarak,Yale University,Aviv Nevo,Northwestern University,,,Rocco Macchiavello,Male,,,,,,NA,NA,NA,NA,NA,
Roger Feldman,The Role of Agents and Brokers in the Market for Health Insurance,University of Minnesota,Jan 07 2012,8:00 AM,"Hyatt Regency, Wrigley",Health Economics Research Organization,"Contributed Papers in the Economics of Specialist Care, Agents and Brokers in Health Insurance, and Quality in the Nursing Home Market",I1,J. Fitzmaurice,Agency for Healthcare Research and Quality,Philip Cooper,Agency for Healthcare Research and Quality,John A. Graves,Harvard University,Al Dobson,Dobson DaVanzo & Associates,,,,,ROGER FELDMAN,Male,,,,,,NA,NA,NA,NA,NA,
Roland Hodler,Do Natural Resource Revenues Hinder Financial Development? The Role of Political Institutions,"Study Centre Gerzensee, Switzerland",Jan 07 2012,10:15 AM,"Hyatt Regency, Stetson Suite BC",Association of Indian Economics & Financial Studies,Topics in Economic Development,O1,Sushanta Mallick,Queen Mary University of London,Parag Waknis,University of Massachusetts-Dartmouth,Amit Ghosh,Illinois Wesleyan University,Kusum Mundra,Rutgers University,Valaerie Cerra,International Monetary Fund,Shailendra Gajanan,University of Pittsburgh,Roland Hodler,Male,,,,,,NA,NA,NA,NA,NA,
Roland Straub,"Asset Prices, News Shocks and the Current Account",European Central Bank,Jan 07 2012,2:30 PM,"Hyatt Regency, Grand Suite 5",American Economic Association,News,E3,Jae Won Lee,Rutgers University,,,,,,,,,,,Roland Straub,Male,,,,,,NA,NA,NA,NA,NA,
Roland Straub,Fiscal Policy and the Great Recession in the Euro Area,European Central Bank,Jan 06 2012,10:15 AM,"Hyatt Regency, Regency B",American Economic Association,Fiscal Policy during and after the Financial Crisis,E6,Todd Walker,Indiana University,Christopher Sims,Princeton University,Thorsten Drautzburg,University of Chicago,Christoper Erceg,Federal Reserve Board,Lorenzo Forni,International Monetary Fund,,,Roland Straub,Male,,,,,,NA,NA,NA,NA,NA,
Ron Siegel,Head Starts in Contests,Northwestern University,Jan 08 2012,8:00 AM,"Hyatt Regency, Atlanta",American Economic Association,Advance in the Theory of Contests and Tournaments,C7,Ron Siegel,Northwestern University,Ron Siegel,Northwestern University,Qiang Fu,National University of Singapore,Ella Segev,Ben-Gurion University of the Negev,Todd R. Kaplan,University of Exeter and University of Haifa,,,Ron Siegel,Male,,,,,,NA,NA,NA,NA,NA,
Roni Michaely,Corporate Governance and the Timing of Earnings Announcements,Cornell University,Jan 07 2012,8:00 AM,"Swissotel, Zurich C",American Finance Association,Corporate Governance and Informational Frictions,G3,Todd Milbourn,Washington University in Saint Louis,Jeffrey Coles,Arizona State University,Gerald Garvey,BlackRock,Antonio Falato,Government of the United States of America,,,,,RONI MICHAELY,Male,,,,,,NA,NA,NA,NA,NA,
Ruben Enikolopov,Does Direct Democracy Limit Resource Capture? Experimental Evidence from Afghanistan,New Economic School,Jan 08 2012,8:00 AM,"Hyatt Regency, Columbus H",American Economic Association,Including Communities in the Development Process,O1,Rema Hanna,Harvard University,Chris Blattman,Yale University,Sandip Sukhtankar,Dartmouth College,Martina Bjorkman-Nyqvist,Universita Bocconi,Rema Hanna,Harvard University,,,Ruben Enikolopov,Male,,,,,,NA,NA,NA,NA,NA,
Rüdiger Fahlenbrach,This Time Is the Same: Using Bank Performance in 1998 to Explain Bank Performance During the Recent Financial Crisis,Ecole Polytechnique Fédérale de Lausanne,Jan 07 2012,2:30 PM,"Swissotel, Zurich C",American Finance Association,Banks: Risk-Taking and Opaqueness,G2,Francesca Cornelli,London Business School,Guillaume Plantin,University of Toulouse 1,Victoria Ivashina,Harvard Business School,Amit Seru,University of Chicago,Charles Calomiris,Columbia University,,,Rüdiger Fahlenbrach,Male,,,,,,NA,NA,NA,NA,NA,
Ruediger Bachmann,Inflation Expectations and Readiness to Spend: Cross-Sectional Evidence,University of Michigan,Jan 07 2012,10:15 AM,"Hyatt Regency, Dusable",Econometric Society,"Business Cycles, Volatility and Uncertainty",E3,Steven J. Davis,University of Chicago,,,,,,,,,,,RUEDIGER BACHMANN,Male,,,,,,NA,NA,NA,NA,NA,
Ryan D. Israelsen,Does Correlated Analyst Coverage Explain Excess Comovement?,Indiana University-Bloomington,Jan 08 2012,8:00 AM,"Swissotel, Zurich F",American Finance Association,"Analysts: Forecasts, Following, etc.",G2,Kent Womack,Dartmouth College,Michael Verardo,London School of Economics & Political Science,Evgeny Lyandres,Boston University,Lily Fang,INSEAD,Roger Loh,Singapore Management University,,,Ryan D. Israelsen,Male,,,,,,NA,NA,NA,NA,NA,
Ryan Michaels,"Marginal Jobs, Heterogeneous Firms, and Unemployment Flows",University of Rochester,Jan 07 2012,10:15 AM,"Hyatt Regency, Grand Suite 3",American Economic Association,Unemployment and the Business Cycle: The Role of Firm Heterogeneity,E2,William Hawkins,University of Rochester,Marcelo Veracierto,Federal Reserve Bank of Chicago,Veronica Guerrieri,University of Chicago,Richard Rogerson,Princeton University,Guido Menzio,University of Pennsylvania,,,Ryan Michaels,Male,,,,,,NA,NA,NA,NA,NA,
Ryo Jinnai,"News Shocks, Price Levels, and Monetary Policy",Texas A&M University,Jan 07 2012,2:30 PM,"Hyatt Regency, Grand Suite 5",American Economic Association,News,E3,Jae Won Lee,Rutgers University,,,,,,,,,,,Ryo Jinnai,Male,,,,,,NA,NA,NA,NA,NA,
S. Nageeb Ali,Ostracism,University of California-San Diego,Jan 08 2012,10:15 AM,"Hyatt Regency, McCormick",Econometric Society,Network Games,D8,David Miller,University of California-San Diego,,,,,,,,,,,S. Nageeb Ali,Male,,,,,,NA,NA,NA,NA,NA,
S. Viswanathan,Household Risk Management,Duke University,Jan 07 2012,2:30 PM,"Hyatt Regency, Columbus EF",American Economic Association,Household Finance and Risk Management,E2,Christopher Mayer,Columbia University,John Heaton,University of Chicago,Tomasz Piskorski,Columbia University,Alexander Michaelides,University of Cyprus,Francis Longstaff,University of California-Los Angeles,,,S. VISWANATHAN,Male,S. Vish Viswanathan,,,,,NA,NA,NA,NA,NA,
Sabrina Pabilonia,Measuring Non-Production and Supervisory Hours for Productivity Measurement,U.S. Bureau of Labor Statistics,Jan 07 2012,10:15 AM,"Hyatt Regency, Water Tower",American Economic Association,Measurement Issues in Finance and Productivity,G2,Randall Kroszner,University of Chicago and NBER,Peter Rousseau,Vanderbilt University,Robert Inklaar,University of Groningen,Jason Faberman,Federal Reserve Bank of Chicago,John Fernald,Federal Reserve Bank of San Francisco,,,Sabrina Pabilonia,Female,,,,,,NA,NA,NA,NA,NA,
Salvador Navarro,Capital Punishment and Deterrence: Understanding Disparate Results,University of Wisconsin-Madison,Jan 06 2012,10:15 AM,"Hyatt Regency, Regency C",American Economic Association,Model Selection,C5,Kenneth Wolpin,University of Pennsylvania,Michael Keane,University of Technology Sydney,Tao Zha,University of Minnesota,,,,,,,Salvador Navarro,Male,,,,,,NA,NA,NA,NA,NA,
Samuel Lee,Financing from Family and Friends,New York University,Jan 08 2012,10:15 AM,"Hyatt Regency, Acapulco",American Economic Association,Family and Finance,D1,Pierre-André Chiappori,Columbia University,,,,,,,,,,,Samuel Lee,Male,,,,,,NA,NA,NA,NA,NA,
Sandeep Baliga,The Strategy of Manipulating Conflict,Northwestern University,Jan 07 2012,10:15 AM,"Hyatt Regency, Skyway 265",Peace Science Society International/American Economic Association,"Conflict, Violence and Power",H5,Solomon Polachek,State University of New York-Binghamton,Michael D. Intriligator,University of California-Los Angeles,Carlos Seiglie,Rutgers University-Newark,,,,,,,Sandeep Baliga,Male,,,,,,NA,NA,NA,NA,NA,
Sandip Sukhtankar,The Marginal Rate of Corruption in Public Programs,Dartmouth College,Jan 08 2012,10:15 AM,"Hyatt Regency, Columbus EF",American Economic Association,Corruption,O1,Sendhil Mullainathan,Harvard University,Paul Niehaus,University of California-San Diego,Claudio Ferraz,PUC-Rio,Gustavo Bobonis,University of Toronto,Mushfiq Mobarak,Yale School of Management,Sandip Sukhtankar,Dartmouth College,Sandip Sukhtankar,Male,,,,,,NA,NA,NA,NA,NA,
Sandip Sukhtankar,Ownership Structure and Economic Outcomes: The Case of Sugarcane Mills in India,Dartmouth College,Jan 07 2012,10:15 AM,"Hyatt Regency, McCormick",Econometric Society,Productivity of Firms and Workers in Developing Countries,O1,#NAME?,,Marianne Bertrand,University of Chicago,Ulrike Malmendier,University of California-Berleley,Ahmed Mushfiq Mobarak,Yale University,Aviv Nevo,Northwestern University,,,Sandip Sukhtankar,Male,,,,,,NA,NA,NA,NA,NA,
Sang V. Nguyen,Wage Dynamics along the Life-Cycle of Manufacturing Plants,U.S. Census Bureau,Jan 06 2012,2:30 PM,"Hyatt Regency, Skyway 272",Society of Government Economists,New Challenges for Measurement and Analysis in Government Economics,C1,Daniel Newlon,American Economic Association,Adam Hersh,Center for American Progress,Nadia Karamcheva,Urban Institute,Sherrie L.W. Rhine,Federal Deposit Insurance Corporation,Richard Spivack,National Institute for Standards and Technology,Mark Regets,National Science Foundation,SANG V. NGUYEN,Male,SAN V. NGUYEN,,,,,NA,NA,NA,NA,NA,
Santosh Anagol,Bad Advice: Explaining Persistence of Whole Life Insurance,University of Pennsylvania,Jan 07 2012,10:15 AM,"Hyatt Regency, Stetson Suite BC",Association of Indian Economics & Financial Studies,Topics in Economic Development,O1,Sushanta Mallick,Queen Mary University of London,Parag Waknis,University of Massachusetts-Dartmouth,Amit Ghosh,Illinois Wesleyan University,Kusum Mundra,Rutgers University,Valaerie Cerra,International Monetary Fund,Shailendra Gajanan,University of Pittsburgh,Santosh Anagol,Male,,,,,,NA,NA,NA,NA,NA,
